id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
6518,Ackley Kitchen,Yes,No,4,356,Koramangala 8th Block,Delivery,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",Biryani,650,Delivery
6519,Vishal Sweets & Restaurant,Yes,No,3.7,129,Koramangala 8th Block,Beverage Shop,,"Juices, Fast Food",150,Delivery
6520,Patra Snacks & Sweets,No,No,3.9,625,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,Delivery
6521,Kwality Wall's Swirl's,Yes,No,4.2,424,Koramangala 1st Block,Quick Bites,"Ambur Biryani, Mutton Biryani, Raita","Biryani, Kebab",250,Delivery
6522,Paavani Agencies,Yes,No,4.1,128,BTM,Quick Bites,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",North Indian,150,
6523,BiereKraft,Yes,No,3.7,218,Koramangala 5th Block,"Quick Bites, Food Court","Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty","Salad, Fast Food",600,Delivery
6524,TBC- Sky Lounge,Yes,No,3.7,7,HSR,Quick Bites,,"South Indian, Kerala",300,Delivery
6525,Output Bengaluru,Yes,No,3.9,187,BTM,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani","Biryani, North Indian, Kebab",600,Delivery
6526,Saffron - Radisson Blu,Yes,No,4.2,37,BTM,"Takeaway, Delivery",,"South Indian, North Indian, Street Food",200,Delivery
6527,Dive,Yes,No,4,137,Koramangala 8th Block,Quick Bites,Neer Dosa,"South Indian, North Indian, Street Food, Chinese",250,Delivery
6528,Malties - Radisson Blu,Yes,No,3.9,224,BTM,"Takeaway, Delivery",,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery
6529,Le Jardin By Bhagini,Yes,No,3.9,179,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Delivery
6530,The Kick-Ass Company Pub & Diner,Yes,No,4.3,3605,Koramangala 6th Block,Quick Bites,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani",400,
6531,Udupi Vaibhav,Yes,No,3.6,97,Koramangala 8th Block,Bakery,,"Bakery, Desserts",400,Delivery
6532,Chiller's Nation - Iris Inn,Yes,No,4.1,1959,Koramangala 6th Block,Quick Bites,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint","Mexican, American, Fast Food",600,Delivery
6533,Pelican,Yes,No,0,0,Koramangala 5th Block,Quick Bites,,"Biryani, North Indian, Chinese, Andhra, South Indian",750,Delivery
6534,Curry Chutney,Yes,No,3.9,330,Koramangala 1st Block,Casual Dining,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles","Chinese, Thai",600,Delivery
6535,Lemon - The Lounge Bar,Yes,No,3.9,331,BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200,Delivery
6536,Kofabell,Yes,No,4.1,301,Jayanagar,Quick Bites,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa","South Indian, Coffee",200,Delivery
6537,Eat Eroo - South China,Yes,No,4,334,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300,Delivery
6538,Biriyani & Kabab Corner,Yes,No,3.9,224,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Aloo Paratha, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese",250,Delivery
6539,Ashirvad Resturant,Yes,No,3.8,98,Koramangala 1st Block,Casual Dining,"Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti",North Indian,400,Delivery
6540,Art Of Flavours,Yes,No,4.1,840,HSR,Quick Bites,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani","South Indian, North Indian, Chinese, Juices, Ice Cream",300,Delivery
6541,Madurai Idli Dosa Shop,Yes,No,3.6,519,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery
6542,99Foods,Yes,No,3.3,48,BTM,Quick Bites,,"North Indian, Chinese",300,Delivery
6543,Hotel Jai Jaganath,Yes,No,2.7,172,BTM,Casual Dining,,"Andhra, Chinese, Biryani",450,Delivery
6544,Om Sai Dham Bombay Hotel,Yes,No,3.7,20,Bannerghatta Road,Dessert Parlor,,"Desserts, Ice Cream",300,Delivery
6545,Jordan Food Corner,Yes,No,3.9,64,BTM,Quick Bites,,Biryani,700,Delivery
6546,Hotel NLC Grand,Yes,No,4,293,Koramangala 6th Block,Kiosk,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian",250,Delivery
6547,Sukhi's Restaurant,Yes,No,2.9,177,BTM,Quick Bites,"Paratha, Kadai Paneer","North Indian, Chinese",300,Delivery
6548,Cardamom Pods,Yes,Yes,4.1,1242,Koramangala 5th Block,Casual Dining,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani",North Indian,600,Delivery
6549,New Juice It Up,Yes,No,3.7,93,Koramangala 6th Block,Quick Bites,,"North Indian, South Indian, Chinese",300,Delivery
6550,Hot Biriyani Center,Yes,No,3.8,99,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350,Delivery
6551,Nukkad Box,Yes,No,3.9,56,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani",Biryani,300,Delivery
6552,Deepak Fast Food,Yes,No,4.2,1076,Koramangala 5th Block,Sweet Shop,"Chaat, Rasmalai, Motichoor Ladoo, Thali, Pav Bhaji, Paneer Tikka, Chole Bhature","Mithai, Street Food",400,Delivery
6553,Iyer Idly,Yes,No,3.9,236,HSR,Quick Bites,Ghee Rice,"North Indian, Mughlai, Biryani",400,Delivery
6554,Udupi Deluxe,Yes,No,4,1986,JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800,Delivery
6555,Sankranthi Veg,Yes,No,3.8,7,BTM,"Beverage Shop, Quick Bites",,"Tea, Beverages, Street Food",200,Delivery
6556,Kerala Cafe,Yes,No,3.6,45,JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300,Delivery
6557,Amrutha Foods,Yes,No,3.4,137,BTM,"Takeaway, Delivery",Biryani,"Biryani, North Indian",500,Delivery
6558,Chapter One Bar | Maiin,Yes,No,4.1,15,BTM,Bakery,,"Bakery, Desserts",200,Delivery
6559,My Place - Gokulam Grand Hotel & Spa,Yes,No,4.3,385,BTM,"Takeaway, Delivery","Dal Makhani, Paratha, Salad, Rajma, Biryani, Brownie, Salads","North Indian, Mughlai, Fast Food",500,Delivery
6560,Andy's Caf,Yes,No,3.6,621,HSR,Quick Bites,"Burgers, Crispy Chicken, Fiery Chicken, Chicken Wings, Chicken Grill, Rice Bowl, Hot Wings","Burger, Fast Food",400,Delivery
6561,THE BEL ST.,Yes,No,3.9,52,BTM,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese",300,Delivery
6562,Chaiywaala Da Dhaba,Yes,No,4.5,334,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes","Desserts, Cafe",500,Delivery
6563,Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,Yes,No,3,30,BTM,"Takeaway, Delivery",,"Biryani, North Indian, Mughlai",400,Delivery
6564,Brewbakes,Yes,No,4.3,475,BTM,"Takeaway, Delivery","Veggie Pizza, Garlic Bread, Cheesy Pizza, Chicken Pizza, Thin Crust Pizza, Chocolava",Pizza,600,Delivery
6565,Delhi Mess,Yes,No,3.7,74,HSR,Beverage Shop,,"Beverages, Juices",200,Delivery
6566,Sumadhura Foods,Yes,No,4.4,1286,HSR,Quick Bites,"Thali, Coffee, Buttermilk, Tea, Methi Paratha, Sweet Lassi, Aamras",North Indian,400,Delivery
6567,Mughlai Azam,Yes,No,4,196,Koramangala 4th Block,Quick Bites,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles",North Indian,500,Delivery
6568,Cafe Nosh,Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,"Pizza, Spinach Curry, Salad",Healthy Food,350,Delivery
6569,Udupi South Saviruchi,Yes,No,2.9,127,BTM,Quick Bites,Lassi,"Chinese, North Indian",300,Delivery
6570,Natural Veg,Yes,No,3.2,44,BTM,Dhaba,,North Indian,400,Delivery
6571,Hunan King's,Yes,No,4,113,BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian",400,Delivery
6572,Food Lounge,Yes,No,3.8,509,HSR,Quick Bites,"Coffee, Peri Peri Fries, Hot Chocolate, Scrambled Eggs, Donut, Grilled Chicken Wrap, Ice Tea","Burger, Fast Food",500,Delivery
6573,Wok Chow,Yes,No,3.9,420,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",800,Delivery
6574,Samskruthi Grand,Yes,Yes,4.1,2724,BTM,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai",800,Delivery
6575,Parijatha Fish Land,Yes,No,2.5,47,Bommanahalli,Casual Dining,,"Hyderabadi, Biryani, North Indian",800,Delivery
6576,Akshaya Deluxe,Yes,Yes,4,202,JP Nagar,Quick Bites,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian",700,Delivery
6577,Chinese Corner and Bengali Mess,Yes,No,3.9,160,Koramangala 4th Block,Delivery,Hyderabadi Mutton Biryani,"Biryani, Kebab, Rolls, Mughlai",650,Delivery
6578,PRS Indian Food Restaurant,Yes,No,4,64,HSR,Casual Dining,Tea,"South Indian, North Indian, Chinese, Beverages",300,Delivery
6579,Biriyani Hub,Yes,No,2.3,298,Bommanahalli,Quick Bites,"Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese",450,Delivery
6580,The Momo Farm,Yes,No,3.8,120,HSR,Casual Dining,"Biryani, Fried Rice, Fish, Chicken Lollipop","Biryani, North Indian, South Indian, Chinese",600,Delivery
6581,Shri Udupi Cafe,Yes,No,3.6,382,Koramangala 5th Block,Casual Dining,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Delivery
6582,The Druid Garden,Yes,No,4.3,650,Koramangala 6th Block,Quick Bites,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",South Indian,250,Delivery
6583,KHOPCHA,Yes,No,4.1,127,HSR,Quick Bites,,"North Indian, Chinese, Biryani",400,Delivery
6584,Aditya Delights,Yes,No,3.9,438,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Delivery
6585,The Hundred Food Journey,Yes,No,3.9,467,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food",550,Delivery
6586,Malgudi Natti Style Hotel,Yes,No,3.9,42,Koramangala 6th Block,Quick Bites,,South Indian,300,Delivery
6587,New Curries & Spice Restaurant,Yes,No,2.9,345,BTM,"Takeaway, Delivery",,"North Indian, Biryani, Chinese, Momos",450,
6588,Royal Garden Restaurant,Yes,No,4,457,Koramangala 6th Block,Delivery,"Pizza, Brownie, Chicken Biryani","Healthy Food, North Indian, Thai",500,Delivery
6589,Mad Over Fries,Yes,No,4,79,Jayanagar,Quick Bites,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",Maharashtrian,100,Delivery
6590,Burger Man,Yes,No,3.7,111,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",800,Delivery
6591,Bharath Restaurant,Yes,No,3.2,136,Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500,Delivery
6592,Saha Chowmein,Yes,No,3.9,97,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200,Delivery
6593,SKS Veg Corner,Yes,No,3.8,151,HSR,"Sweet Shop, Quick Bites","Rasmalai, Kheer Kadam","Mithai, Street Food",400,Delivery
6594,South Spicy Bites Express,Yes,No,3.6,218,BTM,Casual Dining,"Biryani, Raita","Biryani, North Indian, Chinese",600,Delivery
6595,Tawa Tandoor,Yes,No,4.6,406,Bannerghatta Road,Casual Dining,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger","1,000",
6596,KA 12 - Flavour Of Coorg,Yes,No,3.9,148,HSR,Sweet Shop,"Pav Bhaji, Chaat, Paratha, Panipuri, Chole Bhature, Dhokla, Dahi Bhalle","Mithai, Street Food",200,Delivery
6597,Flavours Inn,Yes,No,4.2,9,BTM,Quick Bites,,"Street Food, Fast Food",250,Delivery
6598,Andhra Spice Mess,Yes,No,3.8,139,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200,Delivery
6599,Havelli - Chairman's Resort,Yes,No,4,750,Hosur Road,Quick Bites,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti",North Indian,250,Delivery
6600,Kolkata Kati Roll,Yes,Yes,3.9,487,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Delivery
6601,Yumjar,Yes,No,3.9,357,BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400,Delivery
6602,Tandoori Delight,Yes,No,3.8,26,Koramangala 7th Block,Bakery,,"Bakery, Desserts",500,Delivery
6603,Rabbit Paradise,Yes,No,3.2,72,HSR,Quick Bites,,"Biryani, South Indian",400,Delivery
6604,B1,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,,"Biryani, Kebab",400,Delivery
6605,Chef Kitchen,Yes,No,3.8,31,Bannerghatta Road,Quick Bites,,"South Indian, North Indian, Chinese",300,Delivery
6606,Big Straw Blast,Yes,No,4.2,702,Koramangala 7th Block,Dessert Parlor,"Donut, Latte, Coffee, Choco Bomb, Hot Chocolate, Waffles, Cappuccino","Bakery, Desserts, Beverages",450,Delivery
6607,The Rich Crust,Yes,No,4.1,888,Koramangala 3rd Block,Cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian",800,Delivery
6608,Sholay - The Barbeque,Yes,No,4.1,414,Koramangala 7th Block,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich","Juices, Healthy Food",300,Delivery
6609,Cubbonpete Donne Biryani,Yes,No,3.6,36,HSR,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",250,Delivery
6610,Rigan Hyderabadi Bawarchi,Yes,No,3.9,15,BTM,Quick Bites,,"Sandwich, Fast Food",100,Delivery
6611,Sangeeta Restaurant,Yes,No,4.1,230,JP Nagar,Bakery,"Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake","Bakery, Desserts",500,Delivery
6612,Delight Fast Food & Restaurant,Yes,No,3.1,53,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100,Delivery
6613,Anda Special-Pav Bhaji,Yes,No,4.3,277,Koramangala 7th Block,Quick Bites,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",North Indian,450,Delivery
6614,Just@99,Yes,No,4,260,JP Nagar,Quick Bites,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",North Indian,300,Delivery
6615,Snow Lion Tibet Kitchen,Yes,No,3.9,50,HSR,Quick Bites,"Mutton Kosha, Kosha Mangsho",Bengali,450,Delivery
6616,Brahmins Food Corner,Yes,No,3.3,5,Ejipura,Quick Bites,,"Chinese, North Indian",300,Delivery
6617,Prashant Naati Corner,Yes,No,4.1,1022,HSR,Dessert Parlor,"Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles","Desserts, Beverages",500,Delivery
6618,Biryani Empire,Yes,No,3.3,394,Koramangala 7th Block,Quick Bites,"Fish Thali, Aloo Paratha",North Indian,400,Delivery
6619,Bikaner Sweets,Yes,No,3.7,27,BTM,Quick Bites,,"North Indian, Fast Food, Biryani, Chinese",500,Delivery
6620,Lincoln Bistro,Yes,No,2.7,74,Bommanahalli,Casual Dining,,"Biryani, Hyderabadi, North Indian",700,Delivery
6621,Cheta's Kitchen,Yes,No,4,457,Koramangala 1st Block,Casual Dining,"Chicken Biryani, Kulcha, Chicken Chatpata, Panneer Butter Masala, Paneer Lababdar, Tandoori Chicken, Shahi Paneer",North Indian,550,Delivery
6622,7th Heaven,Yes,No,4.1,93,HSR,Casual Dining,"Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich",700,Delivery
6623,Black Jack,Yes,No,4.2,450,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Delivery
6624,Mexican Burrito,Yes,No,3.9,45,HSR,Dessert Parlor,"Bubble Tea, Waffles, Blueberry Cheesecake","Beverages, Bubble Tea, Desserts",400,Delivery
6625,Gowdru Mane,Yes,No,3.1,18,BTM,Casual Dining,,"Kerala, Chinese, South Indian, North Indian",500,Delivery
6626,Subhash Mess,Yes,No,3.6,68,BTM,Quick Bites,,"Andhra, Biryani",300,Delivery
6627,Cinnamon - Grills and Gourmet,Yes,No,4,96,Bannerghatta Road,Delivery,Lasagne,"Mexican, Italian",600,Delivery
6628,Q3 Food Corner,Yes,No,3.1,266,HSR,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian",550,Delivery
6629,Deepak Paratha Plaza,Yes,No,3.8,59,HSR,Quick Bites,"Idli, Coffee, Vada",South Indian,200,Delivery
6630,Jeet Punjabi Tadka,Yes,No,3.2,15,Koramangala 6th Block,,,Biryani,250,Delivery
6631,Wow! Sikkim Momo,Yes,No,3.9,163,HSR,Quick Bites,"Coffee, Dahi Vada, Chaat","South Indian, North Indian, Chinese, Street Food",300,Delivery
6632,S L N Paratha Center,Yes,No,3.2,68,HSR,Casual Dining,"Tea, Chole Bhature, Kachori","South Indian, Street Food, Fast Food, Desserts, Beverages",400,Delivery
6633,Shivas Family Restaurant,Yes,No,4.6,117,Koramangala 1st Block,Dessert Parlor,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages",300,Delivery
6634,NalaMaharaja,Yes,No,3.5,14,HSR,Quick Bites,,Kerala,450,Delivery
6635,Sindhu Family Restaurant,Yes,No,4,326,HSR,Delivery,"Chicken Keema Samosa, Aloo Samosa, Manchurian Samosa, Paneer Samosa","Street Food, Fast Food, Rolls, Desserts",200,Delivery
6636,Lan Thai,Yes,No,4.1,313,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad",650,Delivery
6637,Bihar Bhojanalaya,Yes,No,3.7,31,BTM,Quick Bites,,"North Indian, Chinese",300,Delivery
6638,Ambarsaria,Yes,No,3.7,31,Koramangala 7th Block,Cafe,,"Cafe, Tea, North Indian",500,Delivery
6639,Udupi Tazza Thindi,Yes,No,3.8,101,JP Nagar,Quick Bites,"Chaat, Pav Bhaji, Panipuri, Basket Chat, Mango Lassi, Sev Puri, Misal","Street Food, Fast Food",200,Delivery
6640,Aarti Paratha & Rolls Corner,Yes,No,3.5,15,Koramangala 7th Block,Quick Bites,,"Healthy Food, Pizza, Italian, South Indian, North Indian",500,Delivery
6641,Durga Mess,Yes,No,4.4,351,Koramangala 6th Block,Cafe,"Tomato Soup, Salad, Pizza, Brownie Shake, Chicken Bbq Wings, Fries, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad",500,Delivery
6642,Ketty's Corner,Yes,No,3.7,327,BTM,"Takeaway, Delivery","Biryani, Shahi Paneer","North Indian, Biryani, Chinese",500,Delivery
6643,D'7 Feast Resto Cafe,Yes,No,3.8,37,HSR,Quick Bites,,North Indian,400,Delivery
6644,Koithio Kitchen,Yes,No,3.4,6,BTM,"Takeaway, Delivery",,"Mithai, Desserts",200,Delivery
6645,Bengal Biriyani,Yes,No,3.9,498,Koramangala 6th Block,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati",300,Delivery
6646,Tasty Corner,Yes,No,3.6,6,BTM,Quick Bites,,Maharashtrian,200,Delivery
6647,Hyderabadi Bawarchi Multi Cuisine Restaurant,Yes,No,4,25,JP Nagar,Beverage Shop,,"Beverages, Fast Food",200,Delivery
6648,Eatsaa,Yes,No,4,84,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Delivery
6649,Qooked Restaurant,Yes,Yes,4.2,174,Jayanagar,Casual Dining,"Rice Bowl, Salads, Burgers, Salad, Prawn, Pancakes, Salmon","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery
6650,GET ur FIX @ Chote Miya,Yes,No,4.1,57,Koramangala 1st Block,"Beverage Shop, Quick Bites","Pasta, Burgers, Sandwiches","Juices, Fast Food",200,Delivery
6651,Ice Magic,Yes,No,3.3,9,Koramangala 4th Block,Delivery,,"North Indian, Mughlai",400,Delivery
6652,Munch Box,Yes,No,3.2,115,HSR,Casual Dining,,"South Indian, North Indian, Chinese, Biryani",700,Delivery
6653,Midnight Hunger Project,Yes,No,3.7,63,BTM,Quick Bites,,Kerala,350,Delivery
6654,Shawarma & Kolkata Rolls,Yes,No,4.3,189,Koramangala 4th Block,Bakery,"Cup Cake, Chocolate Truffle, Dutch Truffle, Blueberry Cheesecake","Bakery, Desserts",400,Delivery
6655,Sunmart Ice Cream Parlour,Yes,Yes,4.4,197,Koramangala 5th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie","Cafe, Salad",800,Delivery
6656,Om Sai Ram Food Junction,Yes,No,3.9,101,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Delivery
6657,Tasty Fast Food,Yes,Yes,4.1,1541,BTM,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices",800,Delivery
6658,Belly Doze,Yes,No,3.8,267,Bannerghatta Road,Delivery,,"North Indian, Chinese, Biryani",400,
6659,Tripti Hotel & Restaurant,Yes,No,3.9,50,Jayanagar,Quick Bites,"Masala Dosa, Coffee, Pongal, Tea, Bonda","South Indian, North Indian",200,Delivery
6660,Food Feed Restaurant,Yes,No,4.3,245,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Chicken Momo, Tibetan Thukpa, Tea","Tibetan, Chinese, Continental, Momos",600,Delivery
6661,Frosted Memories,Yes,No,4,136,HSR,Casual Dining,"Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette","Continental, American",750,Delivery
6662,Royal Beans,Yes,No,3.9,170,BTM,Quick Bites,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","Kerala, South Indian, Seafood, Biryani",300,
6663,Bonbonbite,Yes,No,4.2,213,JP Nagar,Dessert Parlor,"Faluda, Brownie Fudge, Waffles, Sandwich, Hot Chocolate Fudge, Crepe, Sandwiches","Ice Cream, Desserts, Beverages, Sandwich",400,Delivery
6664,Mr. Chef,Yes,No,3.9,106,Koramangala 7th Block,Delivery,"Chicken Grill, Sandwich","Healthy Food, Beverages",600,
6665,Om Meals & Paratha Junction,Yes,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery",,"Biryani, Kebab, Rolls",500,Delivery
6666,Mabra Family Restaurant,Yes,No,4.1,205,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250,Delivery
