id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
6377,Ambika Vegetarian Hotel,No,No,0,0,BTM,Casual Dining,,"Continental, North Indian, South Indian",700,Buffet
6378,Ottetumba Veg & Non Veg Restaurant,Yes,Yes,4,0,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Buffet
6379,Aramane Brundavan,No,Yes,4.7,10413,Koramangala 5th Block,"Casual Dining, Bar","Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry","North Indian, European, Mediterranean","1,400",Buffet
6380,Indira Canteen,No,Yes,4.4,1533,Koramangala 5th Block,"Microbrewery, Casual Dining","Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles","Modern Indian, European, Asian","2,000",
6381,Makaranda,Yes,Yes,4.5,3125,Koramangala 5th Block,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad","1,500",Buffet
6382,Soundarya Military Hotel,No,Yes,4.2,1721,Koramangala 5th Block,Casual Dining,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers","Continental, Asian, American, North Indian, Desserts","1,200",
6383,Vishwa Brahmin's Cafe,Yes,Yes,4.4,2493,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,
6384,Bhairava Deluxe Hindu Military Hotel,No,Yes,4.7,3852,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet
6385,Davanagere Bene Dosa Hotel,Yes,Yes,4.5,3458,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad","1,300",Buffet
6386,Mahalakshmi Refreshments,Yes,Yes,4.9,2178,Koramangala 5th Block,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","Asian, Chinese, Thai, Momos","1,500",
6387,Charlie Fast Food & Restaurant,Yes,Yes,4.2,2616,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala","1,300",Buffet
6388,ANTIGRAVITY,No,Yes,4.1,2456,JP Nagar,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","Rajasthani, Gujarati, North Indian, South Indian","1,000",Buffet
6389,Melange - Radisson Blu,Yes,Yes,4.4,455,Koramangala 7th Block,"Casual Dining, Bar","Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani",North Indian,"1,500",Buffet
6390,Bold,Yes,Yes,4.5,710,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad","1,500",
6391,Brunchilly,No,Yes,4.1,782,Koramangala 3rd Block,Casual Dining,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","North Indian, Mughlai","1,500",Buffet
6392,SEAPOT,Yes,Yes,4.4,677,Koramangala 7th Block,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","North Indian, Mughlai, Biryani","1,500",Buffet
6393,Spice Darbar,Yes,Yes,4,1851,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600,Buffet
6394,The Mint Resto Bar,No,Yes,4.3,2241,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Chinese, Thai, Momos","1,100",Buffet
6395,Earthen Bowl,Yes,No,4.1,6875,Koramangala 5th Block,Casual Dining,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","North Indian, Mughlai, South Indian, Chinese",750,Buffet
6396,Lassi Bistro,No,Yes,0,0,Koramangala 5th Block,Lounge,Friendly Staff,"North Indian, Continental, Chinese","1,500",Buffet
6397,Coffee Mug Cafe,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700,Buffet
6398,Pizza Home,No,Yes,3.9,1388,Koramangala 5th Block,Lounge,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","Continental, North Indian","1,400",Buffet
6399,Nakkala's Food Hunt,No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","North Indian, South Indian, Chinese, Arabian",800,Buffet
6400,Punjab Di Rasoi,No,Yes,4.3,104,Koramangala 7th Block,Casual Dining,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages","1,000",Buffet
6401,Punjabi Food Joint,No,No,3.7,202,JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani","North Indian, Continental, Italian",900,
6402,Sizzling Pasto,No,Yes,4.1,353,Koramangala 3rd Block,Fine Dining,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","European, Asian","2,000",Buffet
6403,Anjappaar,No,No,3.8,38,Koramangala 6th Block,Casual Dining,Biryani,"North Indian, South Indian, Thai, Chinese, Continental",900,Buffet
6404,Hunger Box,No,Yes,3.9,165,JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani","1,000",Buffet
6405,Off D' Hook,No,No,3.9,371,HSR,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","South Indian, North Indian",400,Buffet
6406,The Yummy Box,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,Courteous Staff,"North Indian, Chinese","1,000",Buffet
6407,Tummy Wants Yummy,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,,Chinese,800,Buffet
6408,Burger Bite House,Yes,Yes,4.5,1874,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900,Cafes
6409,Kolkata Biriyani,No,No,0,0,BTM,Cafe,,"Cafe, Beverages",400,Cafes
6410,Biryani & Kabab Corner,Yes,No,4.1,464,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Cafes
6411,Frozen Bite,Yes,No,3.8,24,BTM,Cafe,,"Cafe, Lebanese",700,Cafes
6412,Indian Paratha Company,Yes,No,3.6,19,BTM,Cafe,,"Cafe, Fast Food, Beverages",400,Cafes
6413,Royal Biriyani House,Yes,No,3.8,100,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700,Cafes
6414,Hotel Crossroads,Yes,No,4,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Cafes
6415,Shahi Grill,Yes,No,3.4,43,BTM,Cafe,,"Cafe, Fast Food",900,Cafes
6416,Cross Roads Inn,Yes,No,3.9,331,BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200,Cafes
6417,1TO3 Kitchen,Yes,No,2.6,60,BTM,Cafe,,Cafe,900,Cafes
6418,Punjab Da Zaika,Yes,No,3.8,613,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Cafes
6419,The Eatery Cafe & Restaurant,Yes,No,3,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Cafes
6420,Indulge Cupcakes,Yes,No,3.6,41,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",600,Cafes
6421,Malabar Tasty Restaurant,No,No,4,147,BTM,Cafe,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake","Cafe, Fast Food",400,
6422,Mast Biryani - Night Express,Yes,No,2.9,7,BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400,Cafes
6423,"Vishal Sweets, Snacks & Breakfast",Yes,No,3.3,5,BTM,Beverage Shop,,Beverages,200,Cafes
6424,Mayuri Multicuisine Restaurant,Yes,Yes,3.7,49,BTM,Cafe,,"Cafe, Beverages",300,Cafes
6425,New Madhuram,No,No,3.6,61,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",Cafe,500,Cafes
6426,Indian Chaps House,No,No,3.6,22,BTM,Cafe,,"Cafe, Fast Food",500,Cafes
6427,Amchoor,No,No,3.7,31,BTM,Cafe,,"Cafe, Beverages",500,Cafes
6428,Mandya Umesh Nati Style Hotel,Yes,No,3.8,208,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Beverages",650,Cafes
6429,Sree Saravana Bhavan,Yes,Yes,3.9,487,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Cafes
6430,Flavours24,No,No,3.8,63,BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500,Cafes
6431,The Rice Company,Yes,No,3.4,35,BTM,"Cafe, Quick Bites",,"Cafe, Chinese, Fast Food, Burger, North Indian",500,Cafes
6432,Chatpata Chaat Station,No,No,0,0,BTM,Cafe,,"Cafe, Fast Food",550,Cafes
6433,Apple Cafe,No,No,4.2,221,Koramangala 2nd Block,Cafe,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food",200,Cafes
6434,Uma's Home Food,Yes,No,4.1,60,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600,Cafes
6435,Kichukkhon,No,No,4.7,14654,Koramangala 5th Block,"Cafe, Casual Dining","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Cafe, American, Burger, Steak",900,Cafes
6436,Home Food Punjabi Dhabha,No,No,4.5,3826,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Cafe, Italian, Fast Food",800,
6437,Laziz,No,No,4,2729,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices","1,300",Cafes
6438,New Aroma,No,No,4.4,159,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers","Cafe, Italian, Desserts",600,Cafes
6439,Tintin Da Dhaba,Yes,No,4.4,2859,Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600,
6440,Balaji Abhiruchi Multicuisine Restaurant,No,Yes,4.3,1463,Koramangala 5th Block,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade","Cafe, Continental, Italian, Burger",800,
6441,Patiala Zone,Yes,Yes,4.3,1800,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Continental, Cafe, Italian, Fast Food, Steak",900,
6442,Rajwadi,Yes,No,4.5,2594,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,
6443,Baba Bhature,Yes,Yes,4.4,197,Koramangala 5th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie","Cafe, Salad",800,Cafes
6444,Spice Affair,Yes,No,4.4,939,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900,Cafes
6445,Rawalpindi Express,Yes,Yes,4.2,468,Koramangala 5th Block,Cafe,"Mocktails, Coffee, Salad, Barbecue Chicken Wings, Pizza, Meat Balls, Hot Chocolate","Cafe, Continental, Beverages",800,
6446,Mandya Naati Style Hotel,Yes,No,4.7,1022,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550,Cafes
6447,Pakwan Family Restaurant,No,Yes,4.4,464,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800,
6448,Spice Treat,No,Yes,4.5,546,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900,
6449,La Ola,Yes,No,3.8,22,Koramangala 5th Block,Cafe,,"Cafe, Continental, Beverages",600,Cafes
6450,Minuit 12,Yes,No,4.1,50,JP Nagar,Cafe,"Sandwiches, Pasta, Pizza","Cafe, Sandwich, Burger",600,Cafes
6451,Sri Krishnar Sweets,Yes,Yes,4.2,2709,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian","1,000",Cafes
6452,Godhavari,Yes,Yes,4,1509,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900,
6453,Alankar Restaurant,Yes,No,4.5,334,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes","Desserts, Cafe",500,
6454,Paratha Engineer,No,No,4.2,1355,Koramangala 7th Block,Cafe,"Hot Chocolate, Coffee Hazelnut, Caramel Frappuccino, Cappuccino, Mocha Frappuccino, Java Chip Frappuccino, Sandwiches","Cafe, Desserts",700,Cafes
6455,Hongkong Garden,Yes,Yes,4.2,869,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600,Cafes
6456,Biryani Mane,Yes,No,4.2,1059,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800,Cafes
6457,Basmati Bar & Restaurant,Yes,No,4.1,137,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts","1,200",Cafes
6458,Davanagere Benne Dosa Hotel,Yes,No,4.1,306,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600,Cafes
6459,Amaravati - Pure Veg Restaurant,Yes,Yes,4.1,400,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak","1,200",Cafes
6460,Grill Hut,Yes,Yes,4.2,1692,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650,
6461,Lion King,No,No,3.6,16,Koramangala 5th Block,Cafe,,"Cafe, Continental, Beverages",500,Cafes
6462,Tiffin Inn's,Yes,No,4,508,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000",Cafes
6463,Longlive Pizza,Yes,Yes,4.2,239,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Cafes
6464,Angel Mess,Yes,No,4.2,99,Koramangala 7th Block,"Dessert Parlor, Cafe","Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake","Desserts, Cafe, Beverages",900,Cafes
6465,Chai Darbaar,Yes,Yes,4.4,4386,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,
6466,Treat Kitchen,Yes,No,4.3,480,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450,Cafes
6467,Hotel Malabar,Yes,No,3.7,31,Koramangala 7th Block,Cafe,,"Cafe, Tea, North Indian",500,Cafes
6468,Agraharam Meal,Yes,No,4,310,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750,Cafes
6469,SugarLove,No,No,4.1,172,Koramangala 7th Block,Cafe,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich","Cafe, Beverages, Healthy Food, Juices",650,Cafes
6470,Bon Baker,Yes,No,3.8,30,Jayanagar,Cafe,,Cafe,400,Cafes
6471,The Bengal Rasoi,Yes,No,3.7,24,Koramangala 7th Block,Cafe,,Cafe,550,Cafes
6472,Madhuban Restaurant,Yes,No,4.1,90,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600,Cafes
6473,New Pepper Pot,Yes,No,4,41,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes
6474,Sardaar Ka Chulla,Yes,No,3.8,47,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600,Cafes
6475,Sardar Ka Chullah,Yes,No,4.1,323,Koramangala 7th Block,Cafe,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",700,Cafes
6476,Coorg Diaries,Yes,No,3.9,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Cafes
6477,3 Leafs,No,No,4.1,367,Koramangala 7th Block,Cafe,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",Cafe,350,Cafes
6478,Chellappa's,Yes,No,4.2,413,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700,Cafes
6479,Grand Hotel,Yes,No,3.4,7,South Bangalore,Delivery,,"Fast Food, Burger, Desserts, Cafe",300,Cafes
6480,Desi Zaika,No,No,3.5,66,Koramangala 5th Block,Cafe,"Coffee, Cappuccino, Sandwiches, Chicken Sandwich",Cafe,300,Cafes
6481,House of Torte,Yes,No,4.2,450,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Cafes
6482,Venad Kitchen,Yes,No,3.8,22,Koramangala 5th Block,Cafe,,"Cafe, Bakery",500,Cafes
6483,Not Just Parathas,Yes,No,2.6,18,JP Nagar,Cafe,,Cafe,500,Cafes
6484,Desi Chinese,No,No,3.8,109,Koramangala 5th Block,Cafe,"Paneer Pizza, Oreo Shake","Cafe, Continental",800,Cafes
6485,Punjabi Tandoor,Yes,No,3.7,59,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600,Cafes
6486,Central Cafe,No,No,3.5,15,HSR,Cafe,,"Cafe, Fast Food",250,Cafes
6487,Thanco's Naturals Ice Cream,Yes,No,3.7,132,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes
6488,Fire And Ice,No,No,3.6,16,Koramangala 7th Block,Cafe,,"Cafe, Fast Food",300,Cafes
6489,Jiyan Swadista,Yes,No,3.8,187,JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Cafes
6490,Mums Kitchen,Yes,No,0,0,Koramangala 7th Block,Cafe,,"Cafe, Desserts",300,Cafes
6491,Delhi Delight Food Cafe,Yes,No,4.5,1181,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery
6492,BFC Family Restaurant,Yes,No,4,304,Koramangala 1st Block,Delivery,"Dal Makhani, Kulcha, Makke Ki Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Palak Paneer",North Indian,450,Delivery
6493,Infinity Family Restaurant,Yes,No,3.9,582,Koramangala,Delivery,"Salads, Burgers, Sandwich, Pasta, Pizza, Rice Bowls, Biryani","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery
6494,Strawbees,Yes,No,4.1,783,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery
6495,Tandoori Chowk,Yes,No,4,245,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,Delivery
6496,Hungree Belly,Yes,No,4.5,206,HSR,Dessert Parlor,"Hot Chocolate Fudge, Brownie Fudge, Thick Shakes, Fudge Cake","Ice Cream, Desserts",400,Delivery
6497,Chopstick Kitchen,Yes,No,3.7,214,BTM,Quick Bites,Roast Chicken,"Kerala, North Indian",200,Delivery
6498,Swad Punjabi Dhaba,Yes,No,3.9,340,HSR,Quick Bites,"Fish, Paratha","South Indian, Kerala, Chinese, North Indian",400,Delivery
6499,New Tandoor Fusion,Yes,No,3.4,147,BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400,Delivery
6500,Pait Full,Yes,No,3.3,909,Koramangala 1st Block,Quick Bites,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry","North Indian, Beverages",250,Delivery
6501,Big Chick Fried Chicken,Yes,No,4.2,189,Koramangala 6th Block,Quick Bites,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",300,Delivery
6502,Romy's Kitchen,Yes,No,4,201,BTM,"Sweet Shop, Quick Bites","Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi","Mithai, Street Food, Fast Food",200,Delivery
6503,Sri Udupi Deluxe,Yes,No,4.1,56,HSR,"Takeaway, Delivery",Mustard Fish Curry,"Seafood, BBQ, Biryani",250,Delivery
6504,New Milestone Restaurant,Yes,No,4.1,497,Koramangala 4th Block,Quick Bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages",600,Delivery
6505,Food BoThe Taste Of Odisha,Yes,No,4,350,HSR,Quick Bites,"Burgers, Wings, Whopper Burger, Cheesy Fries, Italian Fries","Burger, Fast Food, Beverages",600,Delivery
6506,Speedy Chow,Yes,No,3.8,21,JP Nagar,Quick Bites,,"Bengali, Chinese",400,Delivery
6507,North Indies,Yes,No,4,175,HSR,Quick Bites,"Poha, Samosa, Jalebi, Kachori","Street Food, North Indian",100,Delivery
6508,Sri Vinayaka 99 Variety Dosa,Yes,No,2.9,257,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery
6509,Hungrill Barbeque,Yes,No,3.7,132,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery
6510,Ice & Cream Creamery,Yes,No,4.1,417,Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery
6511,Balaji Hotel,Yes,No,4.1,211,Koramangala 8th Block,Beverage Shop,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food",150,Delivery
6512,Matka House,Yes,No,4,360,Koramangala 1st Block,"Takeaway, Delivery","Raita, Sarson Ka Saag, Sarso Da Saag, Paneer Tikka Masala, Makke Ki Roti, Chole, Dal Fry","North Indian, Biryani",500,
6513,VSV Chettinad,Yes,No,3.7,9,Bannerghatta Road,"Takeaway, Delivery",,"Italian, North Indian, Biryani",500,Delivery
6514,Foodmazic,Yes,No,4,187,BTM,Quick Bites,Biryani,"Andhra, Biryani",400,Delivery
6515,Andhra Express,Yes,No,4.3,1587,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos",550,Delivery
6516,Kolkata Spicy Restaurant,Yes,No,4.5,554,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery
6517,Sunshadow.in,Yes,No,4.2,465,BTM,Quick Bites,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice","Kerala, South Indian, Chinese",400,Delivery
